Profit Ratio,City,Customer ID,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Postal Code,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Quantity ordered new,Region (group),Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State or Province,Unit Price
-0.280290585,Boston,102,Caroline Johnston,Consumer,0.06,1,2013-02-14,54053,High,02129,0.8,Technology,Small Pack,Accessory6,Telephones and Communication,-230.34,18,East & South,East,7555,821.79,2013-02-15,Express Air,5,Massachusetts,55.99
0.210389486,Boston,102,Caroline Johnston,Consumer,0.03,1,2013-02-14,54053,High,02129,0.59,Technology,Small Box,5125,Telephones and Communication,1185.408,34,East & South,East,7556,5634.35,2013-02-15,Regular Air,8.08,Massachusetts,200.99
0.144415821,Franklin,103,Alexander Hendricks,Consumer,0.02,1,2011-02-23,88206,Medium,02038,0.38,Office Supplies,Small Box,Xerox 1880,Paper,47.65,9,East & South,East,23999,329.95,2011-02-25,Regular Air,19.99,Massachusetts,35.44
-0.752030413,Lowell,104,Annette Ferrell,Consumer,0.02,1,2011-02-23,88206,Medium,01852,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-43.52,3,East & South,East,24000,57.87,2011-02-24,Regular Air,9.47,Massachusetts,17.7
0.69,Marlborough,105,Oscar Monroe,Consumer,0.02,1,2013-02-23,88211,Medium,01752,0.43,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,55.7451,8,East & South,East,24001,80.79,2013-02-24,Express Air,1.99,Massachusetts,9.78
-3.037506089,Sharon,106,Harry Faulkner,Consumer,0.1,1,2011-03-09,88207,Medium,02067,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-124.72,7,East & South,East,24778,41.06,2011-03-10,Regular Air,7.5,Massachusetts,5.98
0.69,Dover,107,Lois Hamilton,Consumer,0.04,1,2010-04-06,88204,Medium,03820,0.55,Furniture,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,1684.4763,8,East & South,East,24014,2441.27,2010-04-07,Delivery Truck,54.92,New Hampshire,300.98
0.69,Ewing,108,Fred Sharma,Consumer,0.04,1,2011-06-29,88208,Not Specified,08618,0.39,Office Supplies,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Paper,81.0957,17,East & South,East,19628,117.53,2011-07-01,Regular Air,2,New Jersey,6.88
-0.243018868,Lodi,109,Tom McFarland,Consumer,0.09,1,2010-06-22,88205,Medium,07644,0.36,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,-2.7048,4,East & South,East,18495,11.13,2010-06-23,Regular Air,1.49,New Jersey,2.88
-3.049545830,Nutley,110,Stanley Kessler,Consumer,0.02,1,2011-02-23,88206,Medium,07110,0.37,Office Supplies,Small Box,Xerox 1996,Paper,-147.72,7,East & South,East,24003,48.44,2011-02-24,Regular Air,9.17,New Jersey,6.48
0.69,Perth Amboy,111,Claire Quinn,Consumer,0.03,1,2013-02-14,88210,High,08861,0.59,Technology,Small Box,5125,Telephones and Communication,1029.1005,9,East & South,East,25556,1491.45,2013-02-15,Regular Air,8.08,New Jersey,200.99
-0.818085801,Woodbridge,112,Louis Adkins,Consumer,0.09,1,2011-06-29,88208,Not Specified,07095,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,-137.872,16,East & South,East,19629,168.53,2011-06-30,Regular Air,6.5,New Jersey,10.97
0.69,Woonsocket,113,Kathryn Norton,Consumer,0.07,1,2011-03-09,88207,Medium,02895,0.4,Office Supplies,Wrap Bag,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Paper,22.5078,6,East & South,East,24779,32.62,2011-03-10,Regular Air,1.21,Rhode Island,5.68
0.632474576,Lake Oswego,114,Ron Newton,Home Office,0.03,1,2010-01-03,89583,High,97035,0.44,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,18.658,7,West,West,19074,29.5,2010-01-04,Regular Air,1.2,Oregon,4.26
0.69,Lake Oswego,114,Ron Newton,Home Office,0.01,1,2010-04-04,89584,Medium,97035,0.36,Office Supplies,Small Box,Avery 493,Labels,40.2477,12,West,West,19950,58.33,2010-04-06,Regular Air,0.5,Oregon,4.91
0.69,Lake Oswego,114,Ron Newton,Home Office,0.09,1,2010-04-04,89584,Medium,97035,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,14.0898,5,West,West,19951,20.42,2010-04-06,Express Air,1.3,Oregon,4
0.69,Lake Oswego,114,Ron Newton,Home Office,0.04,1,2013-12-26,89591,High,97035,0.39,Office Supplies,Small Box,Avery 479,Labels,33.0234,19,West,West,20327,47.86,2013-12-28,Regular Air,0.5,Oregon,2.61
-2.141925585,Mcminnville,115,Dwight M Carr,Home Office,0.07,1,2010-04-09,89585,Low,97128,0.55,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,-55.84,12,West,West,26241,26.07,2010-04-11,Regular Air,1.99,Oregon,2.12
0.69,Mcminnville,115,Dwight M Carr,Home Office,0.07,1,2011-01-23,89586,Medium,97128,0.55,Technology,Small Box,StarTAC 7797,Telephones and Communication,797.157,12,West,West,24260,1155.3,2011-01-25,Regular Air,2.5,Oregon,115.99
-0.360320579,Mcminnville,115,Dwight M Carr,Home Office,0.01,1,2011-04-02,89587,Low,97128,0.71,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,-163.2,1,West,West,20744,452.93,2011-04-07,Delivery Truck,45.7,Oregon,550.98
0.536707756,Mcminnville,115,Dwight M Carr,Home Office,0.07,1,2013-04-24,89589,Low,97128,0.38,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,147.6,3,West,West,21230,275.01,2013-04-29,Regular Air,13.99,Oregon,96.45
-0.792807894,Mcminnville,115,Dwight M Carr,Home Office,0.02,1,2013-08-16,89590,High,97128,0.56,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,-37.76144,13,West,West,23055,47.63,2013-08-18,Regular Air,5,Oregon,3.28
-0.658823529,Medford,116,Frances Grant,Home Office,0.07,1,2013-04-09,89588,Low,97504,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-3.36,3,West,West,26242,5.1,2013-04-16,Regular Air,0.7,Oregon,1.76
0.080340342,Seattle,117,Linda Weiss,Home Office,0.03,1,2010-01-03,7909,High,98103,0.44,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,9.82,29,West,West,1074,122.23,2010-01-04,Regular Air,1.2,Washington,4.26
0.490501620,Seattle,117,Linda Weiss,Home Office,0.01,1,2010-04-04,13959,Medium,98103,0.36,Office Supplies,Small Box,Avery 493,Labels,112.06,47,West,West,1950,228.46,2010-04-06,Regular Air,0.5,Washington,4.91
0.216338101,Seattle,117,Linda Weiss,Home Office,0.09,1,2010-04-04,13959,Medium,98103,0.37,Office Supplies,Wrap Bag,EcoTones® Memo Sheets,Paper,16.79,19,West,West,1951,77.61,2010-04-06,Express Air,1.3,Washington,4
-0.558735241,Seattle,117,Linda Weiss,Home Office,0.07,1,2010-04-09,58914,Low,98103,0.55,Technology,Small Pack,Fuji Slim Jewel Case CD-R,Computer Peripherals,-55.84,46,West,West,8241,99.94,2010-04-11,Regular Air,1.99,Washington,2.12
-0.120107744,Seattle,117,Linda Weiss,Home Office,0.01,1,2011-04-02,19812,Low,98103,0.71,Furniture,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,-163.2,3,West,West,2744,1358.78,2011-04-07,Delivery Truck,45.7,Washington,550.98
0.117042355,Seattle,117,Linda Weiss,Home Office,0.07,1,2013-01-23,44295,Medium,98103,0.55,Technology,Small Box,StarTAC 7797,Telephones and Communication,585.9468,52,West,West,6260,5006.28,2013-01-25,Regular Air,2.5,Washington,115.99
-0.179679144,Seattle,117,Linda Weiss,Home Office,0.07,1,2013-04-09,58914,Low,98103,0.56,Office Supplies,Wrap Bag,Newell 326,Pens & Art Supplies,-3.36,11,West,West,8242,18.7,2013-04-16,Regular Air,0.7,Washington,1.76
0.123853557,Seattle,117,Linda Weiss,Home Office,0.07,1,2013-04-24,23172,Low,98103,0.38,Technology,Medium Box,Soundgear TeleForum DX Desktop Conference Phone,Office Machines,147.6,13,West,West,3230,1191.73,2013-04-29,Regular Air,13.99,Washington,96.45
-0.467457485,Seattle,117,Linda Weiss,Home Office,0.02,1,2013-08-16,36038,High,98103,0.56,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,-89.06,52,West,West,5055,190.52,2013-08-18,Regular Air,5,Washington,3.28
0.171403197,Seattle,117,Linda Weiss,Home Office,0.04,1,2013-12-26,16772,High,98103,0.39,Office Supplies,Small Box,Avery 479,Labels,32.81,76,West,West,2327,191.42,2013-12-28,Regular Air,0.5,Washington,2.61
0.152640793,Kearns,119,Judy Kennedy,Corporate,0.08,1,2011-12-17,86521,Not Specified,84118,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,61.905,23,West,West,18388,405.56,2011-12-19,Regular Air,9.03,Utah,18.97
0.69,Kearns,119,Judy Kennedy,Corporate,0.08,1,2012-12-30,86524,Low,84118,0.37,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,304.3452,15,West,West,20333,441.08,2013-01-01,Regular Air,1.49,Utah,30.44
-0.302947662,Kearns,119,Judy Kennedy,Corporate,0.04,1,2012-12-30,86524,Low,84118,0.37,Office Supplies,Small Box,Xerox 1994,Paper,-26.105,13,West,West,20334,86.17,2013-01-01,Regular Air,5.74,Utah,6.48
-0.246170445,Kearns,119,Judy Kennedy,Corporate,0.09,1,2013-02-10,86525,Critical,84118,0.57,Technology,Small Box,2160,Telephones and Communication,-90.123,4,West,West,19510,366.1,2013-02-12,Express Air,5.99,Utah,115.99
-1.151277014,Kearns,119,Judy Kennedy,Corporate,0.02,1,2013-04-18,86526,Low,84118,0.37,Office Supplies,Small Box,Xerox 1976,Paper,-17.58,2,West,West,18129,15.27,2013-04-22,Regular Air,5.9,Utah,6.48
0.69,Layton,120,Helen H Murphy,Corporate,0.05,1,2010-07-12,86520,High,84041,0.39,Office Supplies,Small Box,Avery 51,Labels,41.2965,10,West,West,20688,59.85,2010-07-13,Regular Air,0.5,Utah,6.3
0.69,Layton,120,Helen H Murphy,Corporate,0.09,1,2010-07-12,86520,High,84041,0.58,Technology,Small Box,6185,Telephones and Communication,1179.0237,10,West,West,20689,1708.73,2010-07-14,Express Air,3,Utah,205.99
0.023253818,Layton,120,Helen H Murphy,Corporate,0.06,1,2012-02-03,86522,Medium,84041,0.58,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,2.71,13,West,West,23671,116.54,2012-02-05,Express Air,3.5,Utah,8.67
-0.101259864,Layton,120,Helen H Murphy,Corporate,0.05,1,2012-08-11,86523,Medium,84041,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-159.8792,11,West,West,25553,1578.9,2012-08-13,Delivery Truck,36.09,Utah,140.98
0.69,Layton,120,Helen H Murphy,Corporate,0.06,1,2012-08-11,86523,Medium,84041,0.39,Office Supplies,Small Box,Avery 491,Labels,43.8012,14,West,West,25554,63.48,2012-08-12,Express Air,0.99,Utah,4.13
0.69,Visalia,122,Miriam Proctor,Home Office,0.02,1,2012-04-11,90670,Critical,93277,0.43,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,341.9226,14,West,West,25359,495.54,2012-04-13,Regular Air,1.99,California,35.41
0.69,Visalia,122,Miriam Proctor,Home Office,0.01,1,2012-04-11,90670,Critical,93277,,Office Supplies,Small Box,"SAFCO Mobile Desk Side File, Wire Frame",Storage & Organization,217.9365,7,West,West,25360,315.85,2012-04-12,Regular Air,6.22,California,42.76
-3.928082192,Visalia,122,Miriam Proctor,Home Office,0.08,1,2012-04-30,90671,Medium,93277,0.75,Technology,Small Box,Belkin MediaBoard 104- Keyboard,Computer Peripherals,-103.23,1,West,West,21183,26.28,2012-05-01,Regular Air,4,California,27.48
-0.302069249,Visalia,122,Miriam Proctor,Home Office,0.1,1,2013-08-30,90672,High,93277,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,-48.41868,23,West,West,26165,160.29,2013-08-31,Regular Air,6.05,California,7.1
-0.041449085,Visalia,122,Miriam Proctor,Home Office,0.01,1,2013-08-30,90672,High,93277,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-41.7350832,8,West,West,26166,1006.9,2013-08-30,Delivery Truck,56.14,California,119.99
1.112751395,Tysons Corner,123,Shawn Stern,Home Office,0.06,1,2010-10-09,90669,Critical,22102,0.59,Office Supplies,Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,"Scissors, Rulers and Trimmers",105.678,11,East & South,South,19942,94.97,2010-10-10,Regular Air,6.14,Virginia,8.57
0.011239839,Tysons Corner,123,Shawn Stern,Home Office,0.1,1,2013-10-09,90673,Critical,22102,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,5.268,13,East & South,South,19941,468.69,2013-10-11,Express Air,5.08,Virginia,37.94
0.117661847,Rowlett,125,Linda Faulkner,Consumer,0.04,1,2012-10-06,88518,Not Specified,75088,0.4,Office Supplies,Small Box,Xerox 1948,Paper,23.0276,19,Central,Central,18605,195.71,2012-10-08,Regular Air,5.12,Texas,9.99
-0.499330553,Rowlett,125,Linda Faulkner,Consumer,0.1,1,2013-08-29,88520,Critical,75088,0.36,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders and Binder Accessories,-6.226652,2,Central,Central,21125,12.47,2013-08-31,Regular Air,5.83,Texas,4.54
0.023458811,San Angelo,126,James Osborne,Consumer,0.03,1,2011-09-10,88517,Medium,76903,0.51,Office Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,Pens & Art Supplies,0.43,3,Central,Central,23112,18.33,2011-09-10,Regular Air,0.91,Texas,6.08
-0.542205348,San Angelo,126,James Osborne,Consumer,0.01,1,2013-08-29,88520,Critical,76903,0.56,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-39.13096,20,Central,Central,21126,72.17,2013-08-31,Regular Air,3.97,Texas,3.28
0.479213483,San Antonio,127,Ross Wang Bates,Consumer,0.06,1,2013-05-07,88519,Medium,78207,0.36,Office Supplies,Small Box,Tuff Stuff™ Recycled Round Ring Binders,Binders and Binder Accessories,7.2505,3,Central,Central,24599,15.13,2013-05-09,Regular Air,1.49,Texas,4.82
0.525549051,San Antonio,127,Ross Wang Bates,Consumer,0.02,1,2013-05-07,88519,Medium,78207,0.57,Technology,Small Box,2180,Telephones and Communication,494.631,6,Central,Central,24600,941.17,2013-05-09,Regular Air,8.99,Texas,175.99
0.225810779,San Antonio,127,Ross Wang Bates,Consumer,0.02,1,2013-09-10,88521,Medium,78207,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,113.7996,23,Central,Central,23113,503.96,2013-09-11,Regular Air,5.53,Texas,22.01
-3.654936461,Alton,129,Kara Allison,Small Business,0.02,1,2010-07-27,86693,Not Specified,62002,0.53,Furniture,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,-37.39,5,Central,Central,24319,10.23,2010-07-28,Regular Air,4.08,Illinois,1.74
0.69,Alton,129,Kara Allison,Small Business,0.07,1,2010-11-25,86694,Not Specified,62002,0.4,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,149.8887,14,Central,Central,18161,217.23,2010-11-26,Regular Air,1.39,Illinois,15.74
0.209445433,Alton,129,Kara Allison,Small Business,0.1,1,2013-11-29,86698,High,62002,0.78,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,973.57568,43,Central,Central,19544,4648.35,2013-11-30,Regular Air,8.64,Illinois,111.03
0.69,Arlington Heights,130,Norman Owens,Small Business,0.09,1,2012-06-03,86695,Critical,60004,0.38,Office Supplies,Small Box,Avery 498,Labels,13.4757,7,Central,Central,25021,19.53,2012-06-05,Regular Air,0.5,Illinois,2.89
0.69,Arlington Heights,130,Norman Owens,Small Business,0.05,1,2012-08-25,86696,Medium,60004,0.37,Technology,Wrap Bag,Accessory21,Telephones and Communication,228.873,19,Central,Central,24446,331.7,2012-08-25,Regular Air,0.99,Illinois,20.99
-2.480341576,Arlington Heights,130,Norman Owens,Small Business,0.06,1,2013-01-11,86697,Not Specified,60004,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-425.899452,1,Central,Central,25285,171.71,2013-01-13,Delivery Truck,56.14,Illinois,115.99
-0.080542373,Lake Oswego,132,Ron Dillon,Corporate,0.1,1,2011-09-20,90995,Critical,97035,0.58,Office Supplies,Small Box,Staples 4 Outlet Surge Protector,Appliances,-11.88,17,West,West,21340,147.5,2011-09-21,Express Air,3.5,Oregon,8.67
-0.098028440,Lake Oswego,132,Ron Dillon,Corporate,0.08,1,2013-05-30,90998,Medium,97035,0.57,Furniture,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Office Furnishings,-14.27,14,West,West,23480,145.57,2013-05-31,Regular Air,5.16,Oregon,10.64
0.141982998,Lake Oswego,132,Ron Dillon,Corporate,0,1,2013-11-30,90999,Not Specified,97035,0.59,Office Supplies,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Appliances,30.2296,3,West,West,20527,212.91,2013-12-02,Regular Air,3.5,Oregon,70.97
0.69,Lake Oswego,132,Ron Dillon,Corporate,0.08,1,2013-11-30,90999,Not Specified,97035,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,804.7263,32,West,West,20528,1166.27,2013-12-01,Regular Air,5.08,Oregon,37.94
-4.296819691,Mcminnville,133,Gayle Keith,Home Office,0.03,1,2011-03-14,90994,Low,97128,0.69,Furniture,Jumbo Box,KI Conference Tables,Tables,-1565.89,6,West,West,23463,364.43,2011-03-21,Delivery Truck,89.3,Oregon,70.89
0.542614646,Mcminnville,133,Gayle Keith,Corporate,0.04,1,2012-03-05,90996,Low,97128,0.4,Office Supplies,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Envelopes,122.11,6,West,West,21589,225.04,2012-03-07,Regular Air,14.72,Oregon,35.89
0.69,Mcminnville,133,Gayle Keith,Corporate,0.04,1,2013-05-08,90997,High,97128,0.43,Technology,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Computer Peripherals,80.2332,5,West,West,20979,116.28,2013-05-08,Express Air,1.99,Oregon,22.24
0.376984464,Medford,134,Natalie Raynor,Corporate,0.06,1,2013-11-30,90999,Not Specified,97504,0.55,Technology,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,Office Machines,2251.5736416,3,West,West,20529,5972.59,2013-12-02,Delivery Truck,14.7,Oregon,2036.48
0.029880086,Petaluma,136,Dale Gillespie,Small Business,0.04,1,2010-11-16,88534,Critical,94952,0.37,Office Supplies,Small Box,Xerox 1939,Paper,3.04,5,West,West,25762,101.74,2010-11-17,Regular Air,9.54,California,18.97
0.032016091,Petaluma,136,Dale Gillespie,Small Business,0.09,1,2010-11-16,88534,Critical,94952,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",2.706,8,West,West,25764,84.52,2010-11-17,Regular Air,3.37,California,10.98
-0.728148008,Petaluma,136,Dale Gillespie,Small Business,0.06,1,2013-05-02,88538,High,94952,0.37,Office Supplies,Small Box,Xerox 1977,Paper,-38.57,8,West,West,26309,52.97,2013-05-02,Regular Air,5.2,California,6.68
0.566308571,Petaluma,136,Dale Gillespie,Small Business,0.02,1,2013-11-16,88539,Critical,94952,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,76.31008,44,West,West,25763,134.75,2013-11-19,Regular Air,0.7,California,2.88
-0.024158457,Clinton,137,Kristen Hinton,Small Business,0.09,1,2012-10-26,88535,Not Specified,01510,0.38,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,-3.05532,9,East & South,East,25322,126.47,2012-10-27,Regular Air,7.17,Massachusetts,14.45
-1.672012579,Longmeadow,138,Kevin Schmidt,Small Business,0.1,1,2013-02-09,88537,Low,01106,0.71,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,-319.02,1,East & South,East,18609,190.8,2013-02-13,Regular Air,19.99,Massachusetts,193.17
-2.733470938,Wakefield,139,Elsie Hewitt,Small Business,0.02,1,2012-12-31,88536,High,01880,0.55,Technology,Small Box,Accessory35,Telephones and Communication,-82.7695,1,East & South,East,21809,30.28,2013-01-02,Regular Air,1.1,Massachusetts,35.99
-1.508616137,Visalia,141,Toni Daly,Corporate,0.07,1,2011-01-14,91091,Critical,93277,0.59,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",-30.8512,2,West,West,20700,20.45,2011-01-15,Regular Air,4.68,California,10.23
-0.116255735,Visalia,141,Toni Daly,Small Business,0.06,1,2012-01-24,91093,Not Specified,93277,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-15.7108,12,West,West,21055,135.14,2012-01-26,Regular Air,6.97,California,11.58
0.294174478,Ansonia,142,Brooke Weeks Taylor,Small Business,0.03,1,2010-06-02,91087,Critical,06401,0.39,Office Supplies,Small Box,Xerox 1964,Paper,91.956,13,East & South,East,24803,312.59,2010-06-03,Regular Air,11.54,Connecticut,22.84
0.127136382,Norwich,143,Leigh Ivey,Small Business,0.01,1,2012-01-24,91093,Not Specified,06360,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,3.0856,8,East & South,East,21054,24.27,2012-01-26,Regular Air,0.96,Connecticut,2.94
-0.039503106,Yarmouth,144,Marguerite Moss,Small Business,0.05,1,2010-06-02,91087,Critical,02664,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",-2.544,6,East & South,East,24805,64.4,2010-06-03,Regular Air,3.37,Massachusetts,10.98
0.169638225,West Mifflin,145,Rhonda Ivey,Small Business,0.06,1,2010-01-15,91086,Medium,15122,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,2.4852,2,East & South,East,24849,14.65,2010-01-17,Regular Air,2.17,Pennsylvania,7.04
-1.399263921,West Mifflin,145,Rhonda Ivey,Home Office,0.07,1,2010-09-16,91089,Low,15122,0.68,Furniture,Large Box,Laminate Occasional Tables,Tables,-634.7341,3,East & South,East,25582,453.62,2010-09-16,Express Air,69,Pennsylvania,154.13
0.69,West Mifflin,145,Rhonda Ivey,Corporate,0.07,1,2012-03-15,91094,High,15122,0.37,Office Supplies,Small Box,Avery 496,Labels,24.6399,10,East & South,East,26053,35.71,2012-03-16,Regular Air,0.5,Pennsylvania,3.75
0.671990933,West Mifflin,145,Rhonda Ivey,Small Business,0.03,1,2013-09-02,91098,Critical,15122,0.39,Office Supplies,Wrap Bag,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,71.1504,18,East & South,East,25570,105.88,2013-09-03,Regular Air,1.46,Pennsylvania,5.68
0.044750511,West Mifflin,145,Rhonda Ivey,Small Business,0.07,1,2013-09-02,91098,Critical,15122,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,1.5336,20,East & South,East,25571,34.27,2013-09-03,Regular Air,1,Pennsylvania,1.68
0.69,Watauga,146,Yvonne Fox,Small Business,0.01,1,2010-09-12,91088,Not Specified,76148,0.68,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,133.5771,4,Central,Central,23365,193.59,2010-09-13,Regular Air,4.8,Texas,45.98
0.270456663,Watauga,146,Yvonne Fox,Corporate,0.06,1,2010-10-23,91090,Medium,76148,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,251.4084,5,Central,Central,22907,929.57,2010-10-24,Delivery Truck,26.2,Texas,180.98
0.69,Watauga,146,Yvonne Fox,Small Business,0.04,1,2013-05-25,91096,Low,76148,0.59,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,836.8044,15,Central,Central,23194,1212.76,2013-05-25,Regular Air,4.5,Texas,80.98
0.430812494,Watauga,146,Yvonne Fox,Small Business,0,1,2013-05-25,91096,Low,76148,0.61,Office Supplies,Small Box,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,185.37,12,Central,Central,23195,430.28,2013-05-29,Regular Air,8.74,Texas,33.29
-0.504387508,Watauga,146,Yvonne Fox,Small Business,0.07,1,2013-09-12,91099,Not Specified,76148,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-15.82768,17,Central,Central,23364,31.38,2013-09-14,Regular Air,1.49,Texas,1.88
-0.580555556,Watauga,146,Yvonne Fox,Corporate,0.01,1,2013-10-23,91100,Medium,76148,0.42,Furniture,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,-60.61,13,Central,Central,22908,104.4,2013-10-25,Regular Air,7.98,Texas,7.28
-1.805417565,Colchester,147,Bryan Pate,Small Business,0.06,1,2013-06-02,91097,Critical,05439,0.36,Technology,Medium Box,Canon F603 Scientific Calculator,Office Machines,-23.43432,1,East & South,East,24804,12.98,2013-06-03,Regular Air,6.24,Vermont,9.99
0.69,Essex Junction,148,Sidney Cox,Small Business,0.03,1,2012-07-22,91095,Low,05451,0.43,Office Supplies,Wrap Bag,Peel-Off® China Markers,Pens & Art Supplies,42.1107,6,East & South,East,21581,61.03,2012-07-22,Regular Air,1.09,Vermont,9.93
0.479542600,South Burlington,149,Stuart Chan,Small Business,0,1,2011-09-24,91092,Not Specified,05403,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,72.55,3,East & South,East,23672,151.29,2011-09-27,Regular Air,5.1,Vermont,46.89
-0.324335575,Kingsport,151,Geoffrey Zhu,Home Office,0.09,1,2010-01-22,89521,Critical,37664,0.75,Technology,Small Box,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,-20.258,2,East & South,South,19058,62.46,2010-01-23,Regular Air,5.5,Tennessee,32.98
0.494343650,Kingsport,151,Geoffrey Zhu,Home Office,0.09,1,2010-04-20,89523,High,37664,0.36,Office Supplies,Small Box,Wausau Papers Astrobrights® Colored Envelopes,Envelopes,13.896,5,East & South,South,20679,28.11,2010-04-22,Regular Air,2.5,Tennessee,5.98
-0.439507966,Kingsport,151,Geoffrey Zhu,Home Office,0.05,1,2012-05-14,89528,Low,37664,0.38,Office Supplies,Small Box,"#10 White Business Envelopes,4 1/8 x 9 1/2",Envelopes,-61.24104,9,East & South,South,19360,139.34,2012-05-14,Regular Air,1.39,Tennessee,15.67
-0.220484581,Kingsport,151,Geoffrey Zhu,Small Business,0,1,2012-10-04,89530,Medium,37664,0.44,Furniture,Small Pack,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Office Furnishings,-50.05,7,East & South,South,19518,227,2012-10-06,Regular Air,3.92,Tennessee,30.93
